run_id,stage,params_json,trades,win_rate,non_loss_rate,profit_factor,net_profit,max_drawdown,sharpe_ratio,annual_return,composite_score,elapsed_sec
s4_f267a2d7,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.4, ""sl_min_pips"": 15.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.3}",228,64.99,75.4,9.68,426486.0,0.65,4.16,14.22,9.6171,46.3
s4_56a4bf08,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 12.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.3}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,47.0
s4_5e596a42,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.2}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,44.8
s4_408388c5,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.4, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.3}",221,64.31,75.7,9.79,420413.0,0.65,4.12,14.01,9.7264,43.2
s4_81a553e0,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.4, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.2}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,45.5
s4_cc98ddad,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.4, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.1}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,47.1
s4_eea86e5e,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.0, ""sl_min_pips"": 12.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.1}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,46.3
s4_b23fee04,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.0, ""sl_min_pips"": 10.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.1}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,43.4
s4_5420d5f8,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.6, ""sl_min_pips"": 10.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.3}",228,64.99,75.4,9.68,426486.0,0.65,4.16,14.22,9.6171,44.6
s4_66cbeb30,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.6, ""sl_min_pips"": 15.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.2}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,47.7
s4_e6686b1e,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 15.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,47.7
s4_ad52bec6,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.6, ""sl_min_pips"": 15.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.2}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,44.8
s4_1dd0f884,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.0, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.2}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,43.3
s4_780cd1e4,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.6, ""sl_min_pips"": 15.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.3}",228,64.99,75.4,9.68,426486.0,0.65,4.16,14.22,9.6171,45.2
s4_83415a07,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.4, ""sl_min_pips"": 12.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",222,63.12,74.92,8.71,425804.0,0.65,4.08,14.19,8.6534,47.4
s4_df1131bf,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.6, ""sl_min_pips"": 10.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.2}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,45.1
s4_2b14c5ab,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.0, ""sl_min_pips"": 10.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.2}",221,64.31,75.7,9.79,420413.0,0.65,4.12,14.01,9.7264,44.7
s4_826953da,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 15.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.3}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,44.2
s4_e87e560b,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.0, ""sl_min_pips"": 10.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.3}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,49.3
s4_1587b1e3,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 10.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.2}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,46.6
s4_7bd29a85,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.0, ""sl_min_pips"": 12.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.1}",198,60.82,74.1,9.39,446633.0,0.65,4.02,14.89,9.329,44.1
s4_a671e264,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.4, ""sl_min_pips"": 12.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.1}",227,65.3,75.79,10.65,428541.0,0.65,4.19,14.28,9.935,44.1
s4_7d405335,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.6, ""sl_min_pips"": 12.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",222,63.99,75.28,9.07,418320.0,0.65,4.09,13.94,9.011,45.0
s4_f9cf1d9d,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",287,77.92,90.44,10.11,469211.0,0.65,4.29,15.64,9.935,47.4
s4_120fa0eb,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.0, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.1, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.3}",262,76.53,90.18,9.22,467288.0,0.83,4.21,15.58,9.1435,44.8
s4_14577d8f,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.4, ""sl_min_pips"": 15.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.3}",292,78.66,90.5,9.66,467770.0,0.65,4.3,15.59,9.5972,43.6
s4_beee7560,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 12.0, ""range_day_bbw_threshold"": 0.15, ""range_day_score_premium"": 0.55, ""weak_hours_score_premium"": 0.3, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.1, ""sg_volatility_penalty"": 0.1, ""sg_recent_loss_penalty"": 0.3}",262,76.53,90.18,9.22,467288.0,0.83,4.21,15.58,9.1435,44.6
s4_203f742c,4,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.2, ""range_day_score_premium"": 0.8, ""weak_hours_score_premium"": 0.7, ""sg_spread_penalty_rate"": 0.05, ""sg_off_hours_penalty"": 0.15, ""sg_volatility_penalty"": 0.2, ""sg_recent_loss_penalty"": 0.2}",262,76.53,90.18,9.22,467288.0,0.83,4.21,15.58,9.1435,48.9
